user,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
1.0,1.3748159266768218,-0.7888516841216574,1.2089313846373897,-0.07286016254551567,1.4311166974106955,1.7972766343292594,-1.502396923475737,-0.09921457461210446,-0.33541758516988146,-0.883557994361887
2.0,-0.23750835298586773,-1.1630004464722856,1.164505090827179,0.9548841936906919,-0.24358122890358733,0.08309364654009618,0.0824411064183047,-0.6949236689928348,-1.5089554482788397,-0.7487046768088206
3.0,3.20629371890464,-0.0051106365864829716,-1.9546889552600835,1.3114026030595967,0.11658062185721199,-0.26473201479120895,-0.07687157810361131,0.05109246243662323,0.0137891604299884,-0.0021689011845419668
4.0,-1.2373379711788879,2.048717704365821,0.36909382893010156,0.45712444029058624,-0.1366805222503051,0.47760897952741166,0.7164614282682799,0.09955314088530202,-0.17368322570470007,-0.00971714615487303
5.0,2.352021464275486,0.07564419249285387,-0.2419263199936661,-0.8025812229935797,-0.8810214842258868,-0.2523763274510651,-0.03615700381857842,1.0508273582621133,-0.8033341186922325,0.4290907658853798
6.0,1.1964352960567979,-0.20429337375064066,0.1943248746931634,-1.4681477326951302,-0.13253021372726903,-0.1900366943080915,0.12430252487290318,-0.17417623588298614,0.7734227576378089,-0.994112730728983
7.0,-1.540463868615937,-1.3588923395818076,-1.4069269286284387,-0.7865040834769672,-0.4309326265416884,1.0909979391887663,0.9404673100008081,-0.9659046561432292,-0.1254256401668809,1.7141746673819243
8.0,2.168632834181042,0.5867379397698519,0.17525903473271795,-1.7731445364640857,-1.8509925321190985,-0.3944726488285505,-0.14808720874943074,2.6586240879434992,-1.79070308331497,0.9024469590590891
9.0,1.5614654583460403,0.25727130398268144,0.024260242924037678,-0.48601676316981735,-0.6031253306333356,-0.060574359492125446,0.12162300485203766,0.45523087399725715,-0.4257419926410253,0.27719072624247965
10.0,-0.5212850602339735,2.6511814888958654,0.7615433890092651,0.9594432265028713,-0.40417395884342633,0.6963264424395559,0.9250836177451539,0.020135427715435215,-0.03981427877533022,0.19136866695197433
11.0,2.825293878342885,0.11664533859601475,-0.4544127598300577,-0.7762622034059393,-0.7372836230709087,-0.31325642211855365,-0.09265755369364824,0.690593769701482,-0.49422165709578386,0.21932340125580324
12.0,0.9012001975744741,0.8901195365979507,1.3410926614345324,-1.494032075763411,-0.056092125442954104,0.09946687204671457,0.30938004546403947,-1.5971682919192252,0.9643225044711669,-0.866287145945847
13.0,0.547153742165696,-1.0537382408301124,1.5287062618567742,-0.4010424557861775,2.3018680173979806,-1.2560195593441972,1.2706701974490948,-0.36293052064707404,-0.7037212570342236,-0.24500883193948647
14.0,-1.9133210116492003,-1.9407677452621022,-1.6020737842915966,-0.8556917063223496,-0.6045598077379397,1.3937767335461428,1.1419713143943522,-1.3198074375605613,-0.33667014212004687,2.0240648754692128
15.0,-1.4762422231828967,-1.9499213867985028,-1.2329832285068318,-0.6638528882277143,-0.4136051969502174,1.0159549115812962,1.471646298698967,0.8262559550387649,0.8089884808142949,-1.009184132498756
16.0,1.4260697229944541,-1.2811646830961547,1.3486810456724878,0.6615385059259171,1.2259414929092076,2.5565321218041372,-1.838351556967387,1.0400904931595427,0.09404375450481867,-0.08995071628161759
17.0,2.10705464271563,-0.002003744025181891,-0.7225446094135864,0.2421628383594749,-0.2653228463684347,-0.141623514056114,0.06579428909097305,0.4577179063339193,-0.37389436616701066,0.2587504508473716
